ID,Title,Alternative Title,Year,Certificate,Director,Language,Duration,Country of Origin,Actors,tmdb_id
22449,Heat and Dust,,1983,15,James Ivory,,130,UK,"Shashi Kapoor, Julie Christie, Greta Scacchi, Christopher Cazenove",67794
22447,Open Hearts,,2002,15,Susanne Bier,,114,Denmark,"Sonja Richter, Paprika Steen, Nikolaj Lie Kaas, Mads Mikkelsen",102
22446,Best of British Touring Programme,,,15,,,76,,
22445,Scenes From a Marriage ,Scener ur ett ‰ktenskap,1973,15,Ingmar Bergman,,168,Sweden,,133919
22444,Cries and Whispers,Viskningar och rop,1972,18,Ingmar Bergman,,91,Sweden,,10238
22443,Tabu ,Taboo,1931,12,FW Murnau,,90,US,"Matahi, Kong Ah, Hitu, Anna Chevalier",93858
22442,In This World ,,2002,15,Michael Winterbottom,,88,UK,,36791
22438,The Seventh Seal ,Det sjunde inseglet,1957,PG,Ingmar Bergman,Swedish,96,Sweden,"Nils Poppe, Max von Sydow, Gunnar Bjˆrnstrand, Bibi Andersson, Bengt Ekerot",490
22437,Summer With Monika ,Sommaren med Monika,1953,PG,Ingmar Bergman,,97,Sweden,,47735
22436,The Virgin Spring ,Jungfruk‰llan,1960,15,Ingmar Bergman,,87,Sweden,,11656
22435,Fanny and Alexander ,Fanny och Alexander,1982,15,Ingmar Bergman,,189,"Sweden, France",,5961
22434,Russian Ark,,2002,U,Alexander Sokurov,Russian,96,"Russia, Japan, Germany, Canada","Sergey Dreiden, Maria Kuznetsova, Leonid Mozgovoy",16646
22433,Two Friends ,Due amici,2002,TBA,Spiro Scimone,,90,Italy,,123067
22432,Truth and Lies ,La forza del passato,2002,TBA,Piergiorgio Gay,,98,Italy,,72566
22431,Across the Border,Oltre il Confine,,TBA,Rolando Colla,,104,Italy,,53110
22430,Francesca and Nunziata ,Francesca e Nunziata,2001,15,Lina Wertmuller,,125,Italy,,229425
22429,Fellini: I am a Born Liar ,Fellini: Sono un Gran Bugiard,2001,15,Damian Pettigrew,,100,"UK, Italy, France","Roberto Benigni, Dante Ferretti."
22428,Burning in the Wind ,Brucio nel vento,2001,18,Silvio Soldini,,118,Italy,
22427,Nadie hablar· de nosotras cuando hayamos muerto ,Nobody Will Speak About Us When We're Dead,1995,18,Agustin Diaz Yanes,,105,Spain,"Victoria Abril, Pilar Bardem, Federico Luppi",74840
22426,Tapas 2 ,,,15,,,90,,
22425,Tapas 1 ,,,15,,,90,,
22424,Cortos por la red,Shorts on the net,,15,,,110,,
22423,Goya-nominated Shorts,,,TBA,,,90,,
22422,El otro lado de la cama,The Other Side of the Bed,2002,15,Emilio MartÌnez-Lazaro,,109,Spain,"Paz Vega, Natalia Verbeke, Guillermo Toledo, Ernesto Alteria",2722
22421,Biography of a Young Accordionist,Koesimning Karasy,1994,TBA,Satibaldy Narimbetov,,90,Kazakhstan,
22420,Three Brothers ,Tri Bata,2000,15,Serik Aprymov,,80,Kazakhstan,"Shakir Vilyoumov, Kasym Zhakibayev",101582
22419,LíHomme du Train ,The Man on the Train,2002,12,Patrice Leconte,,90,France,"Johnny Hallyday, Jean-FranÁois Stevenin, Jean Rochefort, Charlie Nelson",22016
22418,Sunset Boulevard,,1950,PG,Billy Wilder,English,110,US,"William Holden, Gloria Swanson, Erich von Stroheim",599
22417,The Dancer Upstairs,,,15,John Malkovich,,124,"US, Spain","Laura Morante, Juan Diego Botto, Javier Bardem",20689
22416,11í09íí01  ,Sep-11,2002,12,11 of the worldís most au courant directors,,135,,,1926
22415,Esa pareja feliz,,1951,12,"Juan Antonio Bardem, Luis GarcÌa Berlanga",,83,,"Fernando Fern·n GÛmez, FÈlix Fern·ndez, Elvira Quintill·",111471
22414,Extranjeras ,,2002,12,Helena Taberna,,55,,
22413,Los niÒos de Rusia ,The Children of Russia,2001,12,Jaime Camino,,93,,
22412,De Salamanca a ninguna parte,,2002,12,Chema de la PeÒa,,80,,"Mario Camus, Julio Diamante, JosÈ Luis Borau",166083
22411,Law of Desire ,La ley del deseo,1987,18,Pedro AlmodÛvar,,100,,"Eusebio Poncela, Carmen Maura, Antonio Banderas",4043
22410,MartÌn ,Hache,1997,15,Adolfo Aristarain,,134,"Spain, Argentina","Juan Diego Botto, Federico Luppi, Eusebio Poncela, Cecilia Roth",74041
22409,Intacto ,Intact,2001,15,Juan Carlos Fresnadillo,,108,Spain,"Max von Sydow, Leonardo Sbaraglia, Eusebio Poncela",10856
22408,800 Balas ,800 Bullets,2002,15,Alex de la Iglesia,,120,Spain,"Sancho Gracia, Eusebio Poncela, Carmen Maura",37748
22407,El Alquimista Impaciente ,The Impatient Alchemist,2002,TBA,Patricia Ferreira,,111,"Spain, Argentina","Roberto EnrÌquez, Miguel Angel Sola, Ingrid Rubio",127465
22406,Historia de un beso ,Story of a Kiss,,TBA,JosÈ Luis Garci,,105,Spain,"Manuel Lozano, Carlos Hipolito, Ana Fern·ndez, Alfredo Landa",179424
22405,Aro Tolbukhin: En la mente del assasin ,In the Mind of a Killer,2003,18,"Agusti Villaronga, Isaac P. Racine, Lydia Zimmerman",Spanish,94,"Spain, Mexico","Zoltan Jozan, Daniel GimÈnez Cacho, Carmen Beato"
22404,Volver·s ,Youíll be Back,2002,TBA,Antonio ChavarrÌas,,102,"Spain, Mexico","Unax Ugalde, Trist·n Ulloa, Elizabeth Cervantes",169319
22403,Son of the Bride ,El hijo de la novia,2001,15,Juan JosÈ Campanella,,126,"Spain, Argentina","Ricardo Darin, Norma Aleandro, Natalia Verbeke, HÈctor Alterio",19460
22402,CanÌcula ,Dogs Day,2001,TBA,¡lvaro GarcÌa-Capelo,,113,Spain,"Nathalie SeseÒa, Elvira MÌnguez, AntÛn Reixa, Aitor Merino",162132
22401,Nos hacemos falta ,Tilt,2001,TBA,Juanjo GimÈnez PeÒa,,97,Spain,"Vicente Gil, Pepe Pereza, Inma Ochoa, Ghamedy MíBaye"
22400,Rencor ,Rancour,,TBA,Miguel Albaladejo,,108,Spain,"Lolita, Jorge Perugorria, Geli Albaladejo, Elena Anaya",115550
22399,Poniente,,2002,15,Chus GutiÈrrez,,94,Spain,"JosÈ Coronado, Cuca Escribano, Antonio Dechent",114860
22398,Guerreros,,2002,18,Daniel Calparsoro,,95,Spain,"Jordi Vilches, Eloy AzorÌn, Eduardo Noriega",89482
22397,Carlos contra el mundo ,Carlos Versus the World,2002,TBA,Chiqui Carabante,,91,Spain,"Victoria Mora, Silvia Rey, Juli·n Villagr·n",257477
22396,Piedras ,Stones,2002,15,RamÛn Salazar,,134,Spain,"Vicky PeÒa, Najwa Nimri, Monica Cervera, Antonia San Juan, Angela Molina",28204
22395,En la ciudad sin lÌmites ,The City of No Limits,2002,15,Antonio Hern·ndez,,120,Spain,"Leonardo Sbaraglia, Geraldine Chaplin, Fernando Fern·n GÛmez",20316
22394,Smoking Room,,2002,15,Roger Gual &amp; Julio Wallovits,,89,Spain,"Manuel MorÛn, Eduard Fern·ndez, Chete Lera, Antonio Dechent",115524
22393,El viaje de Carol ,Carolís Journey,2002,12,Imanol Uribe,,103,Spain,"Rosa MarÌa Sard‡, Maria Barranco, Juan JosÈ Ballesta, Clara Lago",56746
22392,El Traje ,The Suit,2002,15,Alberto RodrÌguez,,102,Spain,"Mulie Jarjú, Manuel MorÛn, Eugenio ëJimmyí Roca",98642
22391,Sin noticias de Dios  ,No News from God,2001,15,Agustin Diaz Yanes,,105,Spain,"Victoria Abril, PenÈlope Cruz, Gael GarcÌa Bernal, Fanny Ardant",38874
22390,Safe,,1995,15,Todd Haynes,,118,US,"Xander Berkeley, Julie Burgess, Julianne Moore, Dean Norris",72387
22389,Far From Heaven,,2002,12,Todd Haynes,,107,US,"Patricia Clarkson, Julianne Moore, Dennis Quaid, Dennis Haysbert",10712
22388,La Habanera ,The Havanan,1937,TBA,Detlef Sierck (Douglas Sirk),,95,Germany,"Zarah Leander, Karl Martell, Ferdinand Marion",179553
22387,Imitation of Life,,1959,PG,Douglas Sirk,,124,US,"Susan Kohner, Sandra Dee, Lana Turner, Juanita Moore, John Gavin",34148
22386,Personal Velocity - Three Stories ,,2001,15,Rebecca Miller,,87,US,"Parker Posey, Kyra Sedgwick, Fairuza Balk"
22385,Cinemania,,2002,PG,"Angela Christlieb, Stephen Kijak",,80,"US, Germany",,51230
22384,Only the Strong Survive ,,2002,PG,Chris Hegedus &amp; DA Pennebaker,,95,US,,85472
22383,The Day I Will Never Forget ,,2002,15,Kim Longinotto,,92,UK,,125942
22382,War and Peace ,Jang Aur Aman,2001,12,Anand Patwardhan,,148,India,,5654
22381,We are Skint: The Video Tour 2003,,,TBA,,,105,,
22380,What Have I Done to Deserve This? ,øQuÈ he hecho yo para merecer esto?,1984,18,Pedro AlmodÛvar,,101,Spain,"Luis Hostalot, Carmen Maura, ¡ngel de Andres LÛpez",8221
22379,Three Colours: Red ,Trois Couleurs: Rouge,1994,15,Krzysztof Kieslowski,,99,"Switzerland, Poland, France","Jean-Louis Trintignant, IrËne Jacob, FrÈdÈrique Feder",110
22378,Plein Soleil ,Purple Noon,1960,PG,RenÈ Clement,,118,"Italy, France","Maurice Ronet, Marie LaforÍt, Alain Delon",10363
22377,Die Drei von der Tankstelle,,1930,TBA,William Thiele,,99,Germany,"Willy Fritsch, Oskar Karlpoint, Lilian Harvey",906
22376,The Cabinet of Dr. Caligari ,Das Kabinett des Dr. Caligari,1919,PG,Robert Weine,,70,Germany,"Werner Krauss, Conrad Veidt",27227
22375,Walker,,1987,18,Alex Cox,,94,US,"Richard Masur, RenÈ Auberjonois, Peter Boyle, Marlee Matlin., Ed Harris",28448
22374,Death and the Compass ,,1996,TBA,Alex Cox,,85,"UK, Spain, Mexico, Japan","Peter Boyle, Miguel Sandoval, Christopher Eccleston",31712
22373,Repo Man ,,1984,18,Alex Cox,,92,US,"Tracey Walter, Harry Dean Stanton, Emilio Estevez",13820
22372,Listen to Britain: War Records ,,,PG,,,90,,
22371,First Kill,,2001,15,Coco Schreiber,,73,Netherlands,,82954
22370,Family ,,2001,PG,"Phie Ambo-Nielsen, Sami Saif",,90,Denmark,,212903
22369,The Game of Their Lives ,,2002,PG,Daniel Gordon,,80,UK,,29078
22367,The Magdalene Sisters,,2002,15,Peter Mullan,,119,UK,,8094
22366,The Kid Stays in the Picture ,,2002,15,"Brett Morgan, Nanette Burstein",,93,US,,29047
22365,JapÛn ,Japan,2002,15,Carlos Reygadas,,137,"Spain, Mexico","Yolanda Villa, Magdalena Flores, Alejandro Ferretis",36211
22364,The Man Without a Past  ,Mies vailla menneisyytta,2002,12,Aki Kaurism‰ki,,97,"Germany, France, Finland","Markku Peltola, Kati Outinen, Juhani Niemela",7294
22363,Revengers Tragedy,,2002,15,Alex Cox,,109,UK,"Diana Quick, Eddie Izzard, Derek Jacobi, Christopher Eccleston, Carla Henry, Andrew Schofield",23750
22362,Irreversible,,2002,18,Gaspar NoÈ,,99,France,"Vincent Cassel, Monica Bellucci, Albert Dupontel",979
22358,Pandora's Box ,Die B¸chse der Pandora,1928,PG,GW Pabst,Silent,106,Germany,"Louise Brooks, Fritz Kortner, Franz Lederer, Carl Goetz",51494
22357,Die Innere Sicherheit ,The State Iím In,2000,15,Christian Petzold,,106,Germany,"Richy M¸ller, Julia Hummer, Bilge Bingul, Barbara Auer",191
22356,Martha...Martha,,2001,15,Sandrine Veysset,,129,France,"Yann Goven, ValÈrie Donzelli, Lydia Andrei, Lucie RÈgnier",98866
22355,Sans Soleil ,Sunless,1982,TBA,Chris Marker,,104,France,,1563
22354,Abouna,Our Father,2002,PG,Mahamat-Saleh Haroun,,84,"France, Chad","Zara Haroun, Mounira Khalil, Hamza Moctar Aguid, Ahidjo Mahamat Moussa",22014
22353,Real Women Have Curves,,2001,12,Patricia Cardosa,,87,US,"Lupe Ontiveros, Ingrid Oliu, George Lopez, America Ferrera",30309
22352,Through the Window ,Atraves de Janela,2000,15,Tata Amaral,,82,Brazil,
22351,News From a Personal War ,Noticias de Uma Guerra Particular,1999,15,Joao Moreira Salles &amp; Katia Lund,,57,,,17359
22350,Maids ,Domesticas,2001,15,Fernando Meirelles &amp; Nando Olival,,90,Brazil,,278348
22349,Veronika Voss ,Die Sehnsucht der Veronika Voss,1982,12,Rainer Werner Fassbinder,,104,West Germany,"Rosel Zech, Hilmar Thate, Annemarie Duringer",2262
22348,The Loneliness of the Long Distance Runner ,,1962,12,Tony Richardson,,104,UK,"Tom Courtenay, Michael Redgrave, James Bolam",16103
22344,Saturday Night and Sunday Morning,,1960,PG,Karel Reisz,English,89,Great Britain,"Shirley Ann Field, Rachel Roberts, Albert Finney",37230
22334,Citizen Kane ,,1941,PG,Orson Welles,English,119,US,"Orson Welles, Joseph Cotten, Everett Sloane, Dorothy Comingore",15
22333,La Grande Illusion,,1937,U,Jean Renoir,French,117,France,"Pierre Fresnay, Jean Gabin, Erich von Stroheim",777
22332,Monday Morning ,Lundi Matin,2002,PG,Otar Iosseliani,,128,"Italy, France","Jacques Bidou, Arrigo Mozzo, Anne Kravz-Tarnavsky",92975
22331,Divine Intervention,Yadon Ilaheyya,2002,15,Elia Suleiman,,92,"Palestine, France","Nayef Fahoum Daher, Manal Khader, Elia Suleiman",130009
22330,Spider,,2001,15,David Cronenberg,,99,"UK, Canada","Ralph Fiennes, Miranda Richardson, Lynn Redgrave, Gabriel Byrne, Bradley Hall",55825
22329,Preferisco il rumore del mare ,I Prefer the Sound of the Sea,1999,TBA,Mimo Calopresti,,84,"Italy, France","Silvio Orlando, Paolo Cirio, Michele Raso, Fabrizia Sacchi",46535
22328,The Last Great Wilderness,,2002,TBA,David MacKenzie,,90,UK,"Victoria Smurfit, Jonny Phillips, David Hayman, Alastair Mackenzie",38739
22326,The Pianist,,2001,15,Roman Polanski,English,149,"Poland, France","Thomas Kretschmann, Maureen Lipman, Frank Finlay, Adrien Brody",423
22325,Perfume de Violetas ,Perfume of Violets,2000,15,Maryse Sistach,,90,Mexico,"Ximena Ayala, Nancy GutiÈrrez, Maria Rojo, Arcelia Ramírez",105203
22324,Take Care of My Cat ,Goyangileul Butaghae,2001,TBA,Jeong Jae-eun,,112,Korea,"Ok Ji-young, Lee Yo-won, Lee Eun-sil, Bae Du-Na",37288
22323,To the Left of the Father ,Lavoura Arcaica,2001,18,Luis Fernando Carvalho,,171,Brazil,,60141
22322,Madame Sata,,2001,18,Karim Ainouz,,105,Brazil,,46993
22321,Brainstorm,Bicho de 7 Cabecas,2001,15,Lais Bodansky,,110,Brazil,,28497
22320,Little Princeís Rap Against the Wicked Souls ,O Rap de Pequeno Principe,2000,15,"Marcelo Luna, Paulo Caldas",,70,Brazil,,206467
22319,City of God ,Cidade de Deus,2001,18,Fernando Meirelles,,130,"France, Brazil","Matheus Nachtergaele, Leandro Firmino da Hora, Douglas Silva, Alexandre Rodrigues",105315
22318,Exposures,,,TBA,,,,,,205225
22317,JÌ,,,12,Ji&#345;Ì B·rta,,75,,,97020
22316,The Best of Ji&#345;Ì Trnka ,,,12,,,112,,
22315,Cabaret,,1972,15,Bob Fosse,,123,US,"Michael York, Liza Minnelli, Joel Grey, Helmut Griem",10784
22314,A Midsummerís Night Dream,,1959,12,Ji&#345;Ì Trnka,,76,Czechoslovakia,,227453
22313,An Invention for Destruction ,,1958,15,Karel Zeman,,81,Czech Republic,
22312,Laissez-passer ,Safe Conduct,2002,12,Bertrand Tavernier,,170,France,"Marie Gillain, Jacques Gamblin, Denis Podaldes",70443
22311,Dirty Pretty Things ,,2002,15,Stephen Frears,,97,UK,"Sophie Okonedo, Sergi Lopez, Chiwetel Ejiofor, Audrey Tautou",3472
22310,Occasional Work of a Female Slave,Gelegenheitsarbeit einer Sklavin,1973,18,Alexander Kluge,,91,West Germany,"Sylvia Gartmann, Franz Bronski, Alexandra Kluge",75358
22309,"Moral Tales of Macourek, Born, Doubrava and Koutsk˝",,,15,Various,,86,,
22308,Wild Style,,1982,15,Charlie Ahearn,English,82,US,,14243
22307,The Apple,,1997,PG,Samira Makhmalbaf,,85,"Iran, France","Zahra Naderi, Massoumeh Naderi, Ghdrbanali Naderi",270898
22306,Secret Ballot ,Raye makhfi,2001,U,Babak Payami,,101,Iran,"Nassim Abdi, Cyrus Abidi",43772
22305,The Trespasser ,O Invasor,2002,18,Beto Brant,,97,Brazil,"Paulo Miklos, Marco Ricca, Malu Mader, Alexandre Borges",166156
22304,He Loves Me He Loves Me Not ,A la FolieÖ Pas du tout,2002,12,Laetitia Colombani,,92,France,"Sophie Guillemin, Samuel Le Bihan, Isabelle CarrÈ, Audrey Tautou",12112
22303,ävankmajer & The Brothers Quay ,,,15,,,100,,
22302,"The Best in Cartoons: Hofman, Brde",,,12,Various,,86,,
22298,Lost Highway ,,1996,18,David Lynch,English,135,US,"Patricia Arquette, Bill Pullman, Balthazar Getty",638
22297,Fresh Roots Video Festival,,,U,,,"-21,725,899.683333",,
22296,Earth ,Zemlya,1930,PG,Alexander Dovzhenko,,90,USSR,"Yelena Maximova, Stephan Shkurat, Semyon Svashenko, Mikola Nademsky",10946
22295,4 Real: Channel 4 &reality TV,,,U,,,90,,
22294,Bongja,,2000,18,Park Chulsoo,,89,South Korea,,72392
22293,I Wish I Had a Wife ,Nado Anaega Isseosseumyeon Joketta,2001,15,He Park Heungsik,,104,South Korea,,161336
22292,My Sassy Girl ,Yeopkijeogin Geuhyeo,2001,TBA,Kwak Jaeyoung,,120,South Korea,,14197
22291,The letter,Pyeonji,1997,TBA,Lee Jeong-Kuk,,102,South Korea,"Park Shin-Yang, Song Kwang-Su, Nam Sang-Mi, Lee Jun-Seob, Choi Yong-Min, Choi Jin-Sil",17801
22290,Birdcage Inn ,Paran Daemun,1998,TBA,Kim Kiduk,,105,South Korea,,2777
22289,Rififi ,Du Rififi chez les hommes,1955,12,Jules Dassin,,"-21,725,899.683333",France,"Robert Manuel, Marie Sabouret, Jules Dassin, Jean Servais, Carl Mˆhner",934
22288,8 Women,8 Femmes,2002,TBA,FranÁois Ozon,,111,France,"Isabelle Huppert, Virginie Ledoyen, Fanny Ardant, Emmanuelle BÈart, Danielle Darrieux, Catherine Deneuve",11332
22287,Angel,,1982,15,Neil Jordan,,92,Eire,"Veronica Quilligan, Stephen Rea, Alan Devlin",11801
22286,Christie Malryís Own Double Entry,,2000,18,Paul Tickell,,94,"UK, Netherlands, Luxemburg","Shirley Ann Field, Nick Moran, Neil Stuke, Kate Ashfield",85740
22281,Metropolis ,,1927,PG,Fritz Lang,,145,Germany,"Gustav Frˆlich, Brigitte Helm",19
22278,A Taste of Honey ,,1961,12A,Tony Richardson,English,99,UK,"Dora Bryan, Murray Melvin, Rita Tushingham, Robert Stephens",25062
22275,Ten ,,2002,12,Abbas Kiarostami,,94,"Iran, France","Roya Arabshahi, Mania Akbari, Katayoun Taleidzadeh, Amin Maher",65131
22274,The Harder They Come ,,1972,15,Perry Henzell,,110,Jamaica,"Jimmy Cliff, Janet Bartley, Carl Bradshaw, Basil Keane",7514
22273,Ali G InDaHouse,,2002,15,Mark Mylod,,82,UK,"Sacha Baron Cohen, Michael Gambon, Dan Mazer, Charles Dance",9298
22272,Pais· ,,1946,PG,Roberto Rossellini,Italian,124,Italy,"Alfonsino Pasca, Carmela Sazio, Gar Moore, Maria Michi",8429
22271,A Blonde in Love,L·sky JednÈ Plavovl·sky,1965,18,Milos Forman,,82,Czech Republic,"Vladimir Pucholt, Vladimir Mensik, Hana Brejchov·",39387
22270,Vivre sa vie,,1962,15,Jean-Luc Godard,,85,France,"Sady Rebbot, Anna Karina, AndrÈ S. Labarthe",1626
22269,Bowling for Columbine ,,2002,15,,,120,"US, Canada",,1430
22268,Little Stabs at Happiness: C4ís role in Animation & Shorts,,,TBA,,,100,,
22267,Poetry Festival: Verse Over:,,,TBA,,,,,
22266,4 Laughs: C4 as Talentspotters,,,TBA,,,115,,
22264,Rabbit-Proof Fence ,,2002,PG,Philip Noyce,,93,Australia,"Ningali Lawford, Kenneth Branagh, Everlyn Sampi, David Gulpilil",9555
22262,Morvern Callar,,2002,15,Lynne Ramsay,English,97,UK,"Samantha Morton, Raife Patrick Burchell, Kathleen McDermott",18602
22261,Tosca ,,2001,PG,Benoit Jacquot,,125,"UK, Italy, Germany, France","Ruggero Raimondi, Roberto Alagna, Angela Gheorghiu",144003
22260,And Soon the Darkness,,1970,18,Robert Fuest,,100,UK,"Sandor ElÈs, Pamela Franklin, Michele Dotrice, John Nettleton",33107
22259,Dead of Night ,,1945,PG,"Alberto Cavalcanti, Basil Dearden, Charles Crichton, Robert Hamer","English, French",100,Great Britain,"Sally Ann Howes, Mervyn Johns, Googie Withers, Roland Culver, Mary Merrall",13581
22258,The Girl Can't Help It,,1956,U,Frank Tashlin,,98,US,"Tom Ewell, Julie London, Jayne Mansfield, Edmond O'Brien",42839
22257,Donnie Darko,,2001,15,Richard Kelly,,113,US,"Patrick Swayze, Mary McDonnell, Jena Malone, Jake Gyllenhaal, Drew Barrymore",141
22256,To Sleep with Anger,,1990,12,Charles Burnett,,102,US,"Paul Butler, Mary Alice, Danny Glover, Carl Lumbly",94725
22255,The Green Ray ,Le Rayon vert,1986,PG,Eric Rohmer,,99,France,"Vincent Gauthier, Marie RiviËre, Carita, Basile Gervaise",54898
22254,The Eye,Gin Gwai,2002,15,Danny &amp; Oxide Pang,,99,"Thailand, Hong Kong","So Yut Lai, Lee Sin-Jie, Lawrence Chow, Chutcha Rujinanon, Candy Lo",9030
22253,All or Nothing,,2002,18,Mike Leigh,,128,UK,"Timothy Spall, Ruth Sheen, Lesley Manville, James Corden, Alison Garland",12454
22252,Bangkok Dangerous,,2000,18,The Pang Brothers,,106,Thailand,"Premsinee Ratanasopha, Pawalit Mongkolpisit, Patharawin Timkul",13184
22251,La Spagnola ,,2002,15,Steve Jacobs,,90,Australia,"Silvio Ofria, Simon Palomares, Lourdes BartolomÈ, Lola Marceli, Alice Ansara, Helen Thomson, Alex Dimitriades",115506
22250,Brighton Rock ,,1947,PG,John Boulting,,93,UK,"William Hartnell, Richard Attenborough, Hermione Baddeley, Carol Marsh",62728
22249,My Little Eye ,,2002,18,Marc Evans,English,95,UK,"Stephen O'Reilly, Sean CW Johnson, Laura Regan, Kris Lemche, Jennifer Sky",16077
22248,Sweet Sixteen ,,2002,18,Ken Loach,,106,"UK, Spain, Germany","William Ruane, Michelle Abercromby, Martin Compston, Annmarie Fulton",1376
22247,Shipman,,2002,15,Roger Bamford,,110,UK,"Olive Pendleton, Michael Stainton, James Hazeldine, James Bolam"
22246,The Navigators,,2001,15,Ken Loach,,96,"UK, Spain, Germany","Tom Craig, Steve Huison, Joe Duttine, Dean Andrews",35824
22245,Brazil,,1985,15,Terry Gilliam,,142,UK,"Robert De Niro, Katherine Helmond, Jonathan Pryce, Ian Holm",68
22244,Pather Panchali,,1955,U,Satyajit Ray,,115,India,"Uma Das Gupta, Subir Bannerjee, Karuna Bannerjee, Kanu Bannerjee",5801
22243,The Chess Players ,Shatranj ke Khilari,1977,U,Satyajit Ray,,129,India,"Sanjeev Kumar, Saeed Jaffrey, Richard Attenborough",80556
22242,Velvet Goldmine ,,1998,18,Todd Haynes,,124,"US, UK","Toni Collette, Jonathan Rhys Meyers, Ewan McGregor, Eddie Izzard, Christian Bale",1808
22241,The Punk Rock Movie ,,1978,TBA,Don Letts,,84,UK,,134158
22240,DOA ,,1981,TBA,Lech Kowalski,,93,US,,271255
22239,Punk ,,,15,,English,"-21,725,899.55",,,130733
22238,All About Lily Chou-Chou ,Riri Shushu no Subete,2001,TBA,Shunji Iwai,,146,Japan,"Yuichi Hasumi, Yoko Kuno, Shusuke Hoshino, Shiori Tsuda",16664
22237,Ma Femme est une actrice ,,2001,15,Yvan Attal,,95,France,"Yvan Attal, Terence Stamp, Charlotte Gainsbourg",14651
22236,Underground Zero I ,,,TBA,,,75,,
22235,Minor Mishaps ,SmÂ Ulykker,2001,15,Annette K. Olesen,,104,Denmark,"Maria W¸rgler Rich, J¯rgen Kiil, Jannie Faurschou, Henrik Prip",123825
22234,Red Beard ,Akahige,1965,15,Akira Kurosawa,,179,Japan,"Yuzo Kayama, Toshiro Mifune, Terumi Niki",3780
22233,I Live in Fear ,Ikimono no Kiroku,1955,12,Akira Kurosawa,,103,Japan,"Toshiro Mifune, Takashi Shimura",21490
22231,Ikiru ,To Live,1952,PG,Akira Kurosawa,Japanese,141,Japan,"Takashi Shimura, Miki Odagiri, Kyoko Seki",3782
22230,Sanjuro ,Tsubaki Sanjuro,1962,PG,Akira Kurosawa,,95,Japan,"Yuzo Kayama, Toshiro Mifune, Tatsuya Nakadai",11712
22229,Seven Samurai,Shichinin no Samurai,1954,12,Akira Kurosawa,,206,Japan,"Toshiro Mifune, Takashi Shimura",346
22228,The Hidden Fortress ,,1958,PG,Akira Kurosawa,,138,Japan,"Toshiro Mifune, Minoru Chiaki, Kamatari Fujiwara",130405
22227,Scratch ,,2001,15,Doug Pray,,93,US,,18984
22226,Muktir Gaan ,Song of Freedom,1995,TBA,Tareque &amp; Catherine Masud,,78,Bangladesh,
22225,Days and Nights in the Forest,Aranyer din Ratri,1969,PG,Satyajit Ray,,115,India,"Subhendu Chatterjee, Soumitra Chatterjee, Samit Bhanja, Robi Ghose",35867
22224,Mother India ,Bharat Mata,1957,U,Mehboob Khan,,175,India,"Sunil Dutt, Rajenda Kumar, Raaj Kumar, Nargis",917
22223,Zero Hour ,Stunde ,1976,TBA,Edgar Reitz,,108,Germany,"Klaus Dierig, Erich Kleiber, Anette J¸nger",54541
22222,The Girl from Paris ,Une Hirondelle a fait le printemps,2001,15,Christian Carion,,103,France,"Michel Serrault, Mathilde Seigner, Jean-Paul Roussillon",33302
22221,Once Upon a Time in the Midlands,,2002,15,Shane Meadows,,103,UK,"Shirley Henderson, Robert Carlyle, Ricky Tomlinson, Rhys Ifans, Kathy Burke",22200
22218,Lantana,,2001,15,Ray Lawrence,English,115,Australia,"Kerry Armstrong, Geoffrey Rush, Barbara Hershey, Anthony LaPaglia",9523
22217,What Time is it There? ,Ni neibian jidian,2001,TBA,Tsai Ming-Liang,,116,"Taiwan, Italy, France","Miao Tien, Lu Yi-Ching, Li Kang-Sheng, Jean-Pierre LÈaud, Chen Shiang-Chyi",24166
22216,Beijing Bicycle  ,Shi qi sui de dan che,2001,PG,Wang Xiaoshuai,Mandarin,114,"Taiwan, France, China","Zhou Xun, Li Bin, Gao Yuanyuan, Cui Lin",12659
22215,Talk to Her ,Hable con ella,2002,15,Pedro AlmodÛvar,,112,Spain,"Rosario Flores, Leonor Watling, Javier Camara, Dario Grandetti",64
22214,Lost in La Mancha,,2001,15,"Keith Fulton, Louis Pepe",,94,UK,"Vanessa Paradis, Terry Gilliam, Johnny Depp, Jean Rochefort",21189
22213,The Three Colours Trilogy ,,,15,Krzysztof Kieslowski,,,,
22212,Rashomon ,,1950,12,Akira Kurosawa,,87,Japan,"Toshiro Mifune, Takashi Shimura, Masayuki Mori, Machiko Kyo",548
22211,The Bad Sleep Well ,,1960,PG,Akira Kurosawa,,150,Japan,"Toshiro Mifune, Mori Masayuki, Kyoko Kagawa",31589
22210,Stray Dog ,Nora inu,1949,PG,Akira Kurosawa,Japanese,122,Japan,"Toshiro Mifune, Takashi Shimura, Keiko Awaji",277435
22209,Drunken Angel ,,1948,PG,Akira Kurosawa,,98,Japan,"Toshiro Mifune, Takashi Shimura",25858
22208,Yojimbo ,,1961,PG,Akira Kurosawa,,110,Japan,"Toshiro Mifune, Tatsuya Nakadai",234619
22207,Throne of Blood ,,1957,12,Akira Kurosawa,Japanese,110,Japan,"Toshiro Mifune, Isuzu Yamada, Takashi Shimura",3777
22206,On the Beat ,,,15,,,80,,,38384
22205,Classic Corrie ,,,PG,,,88,,
22204,Kinofilm presents Made in Manchester ,,,18,,,85,,
